Institute,Branch,Opening_Rank,Closing_Rank,Gender
IIT/Kanpur,Data Sc. & AI (4181 / 4207),656.0,823.0,Male
IIT/Roorkee,Data Sc. & AI (4181 / 4207),319.0,433.0,Male
IIT/Guwahati,Data Sc. & AI (4181 / 4207),455.0,544.0,Male
IIT/Mandi,Data Sc. & AI (4181 / 4207),1494.0,1850.0,Male
IIT/Bhilai,Data Sc. & AI (4181 / 4207),2842.0,3112.0,Male
IIT/Kanpur,Maths & Compu (4203),250.0,707.0,Male
IIT/Delhi,Elect. Engg.  Power & Auto (4112),289.0,524.0,Male
IIT/Kharagpur,Electron & Elec Eng   EEE (4115),429.0,735.0,Male
IIT/Ropar,Elec Engg. Circuit & Tech (413B),2162.0,2283.0,Male
IIT/Kharagpur,Maths & Compu SCI (4208),449.0,709.0,Male
IIT/Hyderabad,Maths & Compu SCI (4208),251.0,440.0,Male
IIT/Patna,Data Sc. & AI (4188),1352.0,1602.0,Male
IIT/Jodhpur,Data Sc. & AI (4188),1377.0,1946.0,Male
IIT/Guwahati,Electronics & Electrical     (4116),968.0,1060.0,Male
IIT/Hyderabad,Computat Engg.    (410A),727.0,949.0,Male
IIT/Bombay,Elect. Engg. (5217),296.0,545.0,Male
IIT/Bhilai,Elect. Engg. (5217),3608.0,4369.0,Male
IIT/Palakkad,Elect. Engg. (5217),2882.0,3699.0,Male
IIT/Hyderabad,Elec Engg. IC design Tech.  (410T) / (412J),558.0,855.0,Male
IIT/Gandhinagar,Elec Engg. IC design Tech.  (410T) / (412J),1664.0,2074.0,Male
IIT/Bombay,Aerospace Engg. Space Sc.      (4101)/ (413I),517.0,1546.0,Male
IIT/Kharagpur,Aerospace Engg. Space Sc.      (4101)/ (413I),2135.0,2423.0,Male
IIT/Madras,Aerospace Engg. Space Sc.      (4101)/ (413I),816.0,1868.0,Male
IIT/Kanpur,Aerospace Engg. Space Sc.      (4101)/ (413I),1723.0,2121.0,Male
IIT/Indore,Aerospace Engg. Space Sc.      (4101)/ (413I),2869.0,3520.0,Male
IISc./Banglore,Aerospace Engg. Space Sc.      (4101)/ (413I),1132.0,1942.0,Male
IIT/Patna,Mch &MBA IIM Bomb    (5416)/ (5A10),,,Male
IIT/Madras,Aerospace Engg.      (5201),1032.0,1456.0,Male
IIT/Jodhpur,Aerospace Engg.      (5201),3030.0,4005.0,Male
IIT/BHU Varanasi,Electronics Engg.       (4113),884.0,1189.0,Male
IIT/Jodhpur,Electronics Engg.       (4113),2185.0,2770.0,Male
IIT/Bombay,Energy Engg.     (4198),1363.0,1577.0,Male
IIT/Delhi,Energy Engg.     (4198),1406.0,1821.0,Male
IIT/Roorkee,Energy Engg.     (4198),2453.0,2536.0,Male
IIT/Guwahati,Energy Engg.     (4198),2550.0,2821.0,Male
IIT/Patna,Electrical  & Electro  (4144),2310.0,2817.0,Male
IIT/Dharwad,Electrical  & Electro  (4144),3548.0,4026.0,Male
IIT/Roorkee,Maths & Compu Sci (5606),522.0,789.0,Male
IIT/Bombay,Engg. Physics    (4117),277.0,1162.0,Male
IIT/Delhi,Engg. Physics    (4117),764.0,1679.0,Male
IIT/Madras,Engg. Physics    (4117),486.0,756.0,Male
IIT/Roorkee,Engg. Physics    (4117),1926.0,2356.0,Male
IIT/Guwahati,Engg. Physics    (4117),2041.0,3122.0,Male
IIT/Hyderabad,Engg. Physics    (4117),1306.0,1994.0,Male
IIT/BHU Varanasi,Engg. Physics    (4117),3220.0,3620.0,Male
IIT/Ropar,Engg. Physics    (4117),4346.0,4557.0,Male
IIT/Indore,Engg. Physics    (4117),3323.0,3720.0,Male
IIT/ISM Dhanbad,Engg. Physics    (4117),3831.0,4499.0,Male
IIT/Patna,Engg. Physics    (4117),4104.0,4785.0,Male
IIT/Jodhpur,Engg. Physics    (4117),4462.0,5465.0,Male
IIT/Mandi,Engg. Physics    (4117),4480.0,5041.0,Male
IIT/ Bhubneshwar,Engg. Physics    (4117),4399.0,4967.0,Male
IIT/Tirupati,Engg. Physics    (4117),4802.0,5019.0,Male
IIT/Jammu,Engg. Physics    (4117),5501.0,6136.0,Male
IIT/Dharwad,Engg. Physics    (4117),5022.0,5775.0,Male
IIT/Bombay,Chemical Engg   (4107),762.0,1354.0,Male
IIT/Delhi,Chemical Engg   (4107),1019.0,1452.0,Male
IIT/Kharagpur,Chemical Engg   (4107),2061.0,2501.0,Male
IIT/Madras,Chemical Engg   (4107),1353.0,1944.0,Male
IIT/Kanpur,Chemical Engg   (4107),1609.0,2148.0,Male
IIT/Roorkee,Chemical Engg   (4107),1973.0,2449.0,Male
IIT/Guwahati,Chemical Engg   (4107),2160.0,2844.0,Male
IIT/Hyderabad,Chemical Engg   (4107),1974.0,2270.0,Male
IIT/BHU Varanasi,Chemical Engg   (4107),2851.0,3609.0,Male
IIT/Ropar,Chemical Engg   (4107),3953.0,4517.0,Male
IIT/Indore,Chemical Engg   (4107),3443.0,3666.0,Male
IIT/ISM Dhanbad,Chemical Engg   (4107),3792.0,4592.0,Male
IIT/Gandhinagar,Chemical Engg   (4107),3172.0,3957.0,Male
IIT/Patna,Chemical Engg   (4107),3756.0,4931.0,Male
IIT/Jodhpur,Chemical Engg   (4107),4206.0,4977.0,Male
IIT/Tirupati,Chemical Engg   (4107),4810.0,5642.0,Male
IIT/Jammu,Chemical Engg   (4107),5218.0,5905.0,Male
IIT/Bombay,Mechanical Engg.  (4125),489.0,1048.0,Male
IIT/Delhi,Mechanical Engg.  (4125),811.0,1090.0,Male
IIT/Kharagpur,Mechanical Engg.  (4125),1257.0,1875.0,Male
IIT/Madras,Mechanical Engg.  (4125),673.0,1218.0,Male
IIT/Kanpur,Mechanical Engg.  (4125),972.0,1578.0,Male
IIT/Roorkee,Mechanical Engg.  (4125),1040.0,1969.0,Male
IIT/Guwahati,Mechanical Engg.  (4125),1981.0,2333.0,Male
IIT/Hyderabad,Mechanical Engg.  (4125),1310.0,2008.0,Male
IIT/BHU Varanasi,Mechanical Engg.  (4125),2146.0,3175.0,Male
IIT/Ropar,Mechanical Engg.  (4125),3276.0,4096.0,Male
IIT/Indore,Mechanical Engg.  (4125),2375.0,3178.0,Male
IIT/ISM Dhanbad,Mechanical Engg.  (4125),3196.0,3959.0,Male
IIT/Gandhinagar,Mechanical Engg.  (4125),2553.0,3477.0,Male
IIT/Patna,Mechanical Engg.  (4125),1302.0,1923.0,Male
IIT/Jodhpur,Mechanical Engg.  (4125),3138.0,4279.0,Male
IIT/Mandi,Mechanical Engg.  (4125),3304.0,4459.0,Male
IIT/ Bhubneshwar,Mechanical Engg.  (4125),3454.0,4352.0,Male
IIT/Tirupati,Mechanical Engg.  (4125),3939.0,4473.0,Male
IIT/Jammu,Mechanical Engg.  (4125),4573.0,5426.0,Male
IIT/Goa,Mechanical Engg.  (4125),4663.0,5287.0,Male
IIT/Bhilai,Mechanical Engg.  (4125),4555.0,5514.0,Male
IIT/Palakkad,Mechanical Engg.  (4125),4064.0,4721.0,Male
IIT/Dharwad,Mechanical Engg.  (4125),4179.0,5570.0,Male
IIT/Bombay,Instrumentation Engg.       (4121) Indust (412I),350.0,864.0,Male
IIT/Kharagpur,Instrumentation Engg.       (4121) Indust (412I),966.0,1348.0,Male
IIT/Delhi,Engg. & Computational Engg (4192),578.0,783.0,Male
IIT/Delhi,Production & Industrial Eng (4136) Mechat engg (4178),1325.0,2207.0,Male
IIT/Roorkee,Production & Industrial Eng (4136) Mechat engg (4178),2317.0,3027.0,Male
IIT/Bhilai,Production & Industrial Eng (4136) Mechat engg (4178),4453.0,4885.0,Male
IIT/Bombay,Civil Engg. (4109),1023.0,2025.0,Male
IIT/Delhi,Civil Engg. (4109),1510.0,2318.0,Male
IIT/Kharagpur,Civil Engg. (4109),2335.0,3271.0,Male
IIT/Madras,Civil Engg. (4109),2094.0,2644.0,Male
IIT/Kanpur,Civil Engg. (4109),2488.0,3058.0,Male
IIT/Roorkee,Civil Engg. (4109),2396.0,3084.0,Male
IIT/Guwahati,Civil Engg. (4109),3092.0,3639.0,Male
IIT/Hyderabad,Civil Engg. (4109),2125.0,3370.0,Male
IIT/BHU Varanasi,Civil Engg. (4109),3460.0,3980.0,Male
IIT/Ropar,Civil Engg. (4109),3983.0,4649.0,Male
IIT/Indore,Civil Engg. (4109),3349.0,4081.0,Male
IIT/ISM Dhanbad,Civil Engg. (4109),4234.0,4812.0,Male
IIT/Gandhinagar,Civil Engg. (4109),3818.0,4256.0,Male
IIT/Patna,Civil Engg. (4109),4657.0,5370.0,Male
IIT/Mandi,Civil Engg. (4109),4765.0,5432.0,Male
IIT/ Bhubneshwar,Civil Engg. (4109),,,Male
IIT/Tirupati,Civil Engg. (4109),5374.0,5835.0,Male
IIT/Jammu,Civil Engg. (4109),5428.0,6065.0,Male
IIT/Palakkad,Civil Engg. (4109),5108.0,6072.0,Male
IIT/Patna,ECE & MTe Communic (521Q) / VLSI (5A06),,,Male
IIT/Kanpur,Material Sc & Engg.          (4123) /411D / (412O),2726.0,3149.0,Male
IIT/BHU Varanasi,Material Sc & Engg.          (4123) /411D / (412O),3670.0,4257.0,Male
IIT/Mandi,Material Sc & Engg.          (4123) /411D / (412O),4564.0,5734.0,Male
IIT/Palakkad,Material Sc & Engg.          (4123) /411D / (412O),5592.0,6216.0,Male
IISc./Banglore,Material Sc & Engg.          (4123) /411D / (412O),1563.0,2323.0,Male
IIT/Kharagpur,Metallurg & Material SC   (4127)/(4161),2984.0,3584.0,Male
IIT/Madras,Metallurg & Material SC   (4127)/(4161),2245.0,2499.0,Male
IIT/Roorkee,Metallurg & Material SC   (4127)/(4161),2808.0,3585.0,Male
IIT/Hyderabad,Metallurg & Material SC   (4127)/(4161),2707.0,3329.0,Male
IIT/Ropar,Metallurg & Material SC   (4127)/(4161),4836.0,5490.0,Male
IIT/Patna,Metallurg & Material SC   (4127)/(4161),5248.0,5848.0,Male
IIT/ Bhubneshwar,Metallurg & Material SC   (4127)/(4161),4913.0,5825.0,Male
IIT/Bhilai,Metallurg & Material SC   (4127)/(4161),5557.0,6105.0,Male
IIT/BHU Varanasi,Metallurgic Engg.     (4126) /Minaral (4189),3679.0,4494.0,Male
IIT/ISM Dhanbad,Metallurgic Engg.     (4126) /Minaral (4189),4489.0,5669.0,Male
IIT/Bombay,Metallurgical Engg & Mat Sc  (4128),1649.0,2289.0,Male
IIT/Indore,Metallurgical Engg & Mat Sc  (4128),4084.0,4637.0,Male
IIT/Delhi,Chemical Engg.       (5210),1539.0,2198.0,Male
IIT/Patna,EEE & MTe Power cont    (5A07),2900.0,3485.0,Male
IIT/Mandi,Maths & Computing (411F),1391.0,1920.0,Male
IIT/Patna,Btech AI & MBA Gaya (5414),2608.0,2608.0,Male
IIT/Bombay,BS in Maths     (4206),667.0,886.0,Male
IIT/Dharwad,BS in Maths     (4206),5657.0,6017.0,Male
IIT/Delhi,Material Sc./ Engg.   (4193),1952.0,2359.0,Male
IIT/Gandhinagar,Material Sc./ Engg.   (4193),4390.0,5156.0,Male
IIT/Jodhpur,Material Sc./ Engg.   (4193),5037.0,5948.0,Male
IIT/Jammu,Material Sc./ Engg.   (4193),6036.0,6266.0,Male
IIT/Kharagpur,Idustrial Sc. & Engg.            (4170)/(410B)  (410D),1475.0,2278.0,Male
IIT/Hyderabad,Idustrial Sc. & Engg.            (4170)/(410B)  (410D),2639.0,3602.0,Male
IIT/BHU Varanasi,Idustrial Sc. & Engg.            (4170)/(410B)  (410D),4497.0,4681.0,Male
IIT/Dharwad,Idustrial Sc. & Engg.            (4170)/(410B)  (410D),5564.0,6021.0,Male
IIT/Kharagpur,Manufacturi Sci. & Engg. (4122),2732.0,3361.0,Male
IIT/Madras,Engg Design (5227),746.0,1322.0,Male
IIT/Kharagpur,Physics           (4204)/ Quantum Sci and Engg./ Unified Engg,3746.0,5182.0,Male
IIT/Madras,Physics           (4204)/ Quantum Sci and Engg./ Unified Engg,2100.0,2327.0,Male
IIT/Kanpur,Physics           (4204)/ Quantum Sci and Engg./ Unified Engg,2805.0,4365.0,Male
IIT/Mandi,Physics           (4204)/ Quantum Sci and Engg./ Unified Engg,2254.0,3219.0,Male
IIT/Jammu,Physics           (4204)/ Quantum Sci and Engg./ Unified Engg,4147.0,5994.0,Male
IIT/Dharwad,Physics           (4204)/ Quantum Sci and Engg./ Unified Engg,6037.0,6372.0,Male
IIT/Madras,Biological Engg (411 N) Biochem/ Biomed (412M)/ (412V),2032.0,3111.0,Male
IIT/BHU Varanasi,Biological Engg (411 N) Biochem/ Biomed (412M)/ (412V),,,Male
IIT/Jodhpur,Biological Engg (411 N) Biochem/ Biomed (412M)/ (412V),5034.0,6116.0,Male
IIT/Madras,Naval Arch & ocean Engg   (4132),2226.0,3215.0,Male
IIT/Madras,Biological Sc. (4214/ 4103),4328.0,4969.0,Male
IIT/Kanpur,Biological Sc. (4214/ 4103),3222.0,3688.0,Male
IIT/Delhi,Textile Tech. (4139)/ Ceramic (4106),2569.0,3313.0,Male
IIT/BHU Varanasi,Textile Tech. (4139)/ Ceramic (4106),4044.0,4990.0,Male
IIT/Jodhpur,Civil Engg & Infrastruc.    (4141),3793.0,4930.0,Male
IIT/Dharwad,Civil Engg & Infrastruc.    (4141),5766.0,6129.0,Male
IIT/Patna,BT Civil & structural (5A04),5569.0,5585.0,Male
IIT/Kharagpur,Architect (5101),6975.0,7973.0,Male
IIT/Roorkee,Architect (5101),5821.0,7464.0,Male
IIT/BHU Varanasi,Architect (5101),8415.0,9002.0,Male
IIT/Bombay,Chemistry     (4201)   Petroleum Engg (4134),3065.0,4062.0,Male
IIT/Delhi,Chemistry     (4201)   Petroleum Engg (4134),4233.0,4691.0,Male
IIT/Kharagpur,Chemistry     (4201)   Petroleum Engg (4134),5172.0,5798.0,Male
IIT/Kanpur,Chemistry     (4201)   Petroleum Engg (4134),4371.0,4997.0,Male
IIT/ISM Dhanbad,Chemistry     (4201)   Petroleum Engg (4134),4068.0,4987.0,Male
IIT/Patna,Chemistry     (4201)   Petroleum Engg (4134),6259.0,6357.0,Male
IIT/Bombay,Economics    (4202)/ (5608) / MBA BG (5F0A),882.0,1449.0,Male
IIT/Kharagpur,Economics    (4202)/ (5608) / MBA BG (5F0A),2563.0,3213.0,Male
IIT/Kanpur,Economics    (4202)/ (5608) / MBA BG (5F0A),1499.0,2338.0,Male
IIT/Roorkee,Economics    (4202)/ (5608) / MBA BG (5F0A),2721.0,3410.0,Male
IIT/Patna,Economics    (4202)/ (5608) / MBA BG (5F0A),,,Male
IIT/Delhi,Bio Tech & Bio Engg.  (4105)/(4199) (4173),1950.0,3035.0,Male
IIT/Hyderabad,Bio Tech & Bio Engg.  (4105)/(4199) (4173),3244.0,3644.0,Male
IIT/BHU Varanasi,Bio Tech & Bio Engg.  (4105)/(4199) (4173),4501.0,5156.0,Male
IIT/Bombay,Environment Sc.  (410U)  Engg (4119),2055.0,2648.0,Male
IIT/ISM Dhanbad,Environment Sc.  (410U)  Engg (4119),5216.0,6075.0,Male
IIT/Bombay,Applied Engg & Geo Phy     (4215),3217.0,3641.0,Male
IIT/Kharagpur,Exploration Geophysics (4210 / Biotech 4205)Earth Sc,,,Male
IIT/Kanpur,Exploration Geophysics (4210 / Biotech 4205)Earth Sc,3877.0,4992.0,Male
IIT/Patna,B Tech Comp Sc. & MBA BG   (5408),1813.0,1813.0,Male
IIT/Patna,B Tech EEE & MBA BG   (5413),3315.0,3315.0,Male
IIT/Guwahati,Chemical Sci (4108)   / (5H2B)/ (4212),2883.0,3502.0,Male
IIT/ISM Dhanbad,Chemical Sci (4108)   / (5H2B)/ (4212),5960.0,6218.0,Male
IIT/Patna,Chemical Sci (4108)   / (5H2B)/ (4212),5122.0,5683.0,Male
IIT/Mandi,Chemical Sci (4108)   / (5H2B)/ (4212),6078.0,6312.0,Male
IIT/Patna,B Tech ECE & MBA BG   (5409),2825.0,2825.0,Male
IIT/Patna,B Tech Chem Sc. & MBA BG   (5406),5525.0,5525.0,Male
IIT/Patna,B Tech civil  & MBA BG   (5407) / CE + Geot (5A03),,,Male
IIT/Patna,B Tech Engg phy  & MBA BG   (5410),5687.0,5687.0,Male
IIT/Patna,B Tech metall & MBA BG   (5412),5926.0,5926.0,Male
IIT/Palakkad,Data Sc. & Engg.     (4187) ,2364.0,3230.0,Male
IIT/Roorkee,Physics   (5602) Physical Sci (5H0A)/ (4211),3934.0,5117.0,Male
IIT/ISM Dhanbad,Physics   (5602) Physical Sci (5H0A)/ (4211),5580.0,6264.0,Male
IIT/Roorkee,Chemical Sc. (5607) Applied Geophy (5307),3295.0,5241.0,Male
IIT/ISM Dhanbad,Chemical Sc. (5607) Applied Geophy (5307),5960.0,6218.0,Male
IIT/Roorkee,Geological Tech(5302) Min + MBA (5C02),4009.0,4545.0,Male
IIT/ISM Dhanbad,Geological Tech(5302) Min + MBA (5C02),5955.0,6202.0,Male
IIT/Delhi,Design       (412T),3916.0,5459.0,Male
IIT/Madras,Bio. Engg.   (4143) /(412N)Bio Sc. (4194)/ Biochem (4191),2032.0,3111.0,Male
IIT/Roorkee,Bio. Engg.   (4143) /(412N)Bio Sc. (4194)/ Biochem (4191),3162.0,3789.0,Male
IIT/Guwahati,Bio. Engg.   (4143) /(412N)Bio Sc. (4194)/ Biochem (4191),3921.0,4389.0,Male
IIT/Hyderabad,Bio. Engg.   (4143) /(412N)Bio Sc. (4194)/ Biochem (4191),3244.0,3644.0,Male
IIT/BHU Varanasi,Bio. Engg.   (4143) /(412N)Bio Sc. (4194)/ Biochem (4191),4790.0,5067.0,Male
IIT/Jodhpur,Bio. Engg.   (4143) /(412N)Bio Sc. (4194)/ Biochem (4191),5034.0,6116.0,Male
IIT/Kharagpur,Agriculture & Food Tech.   (4102) /(412W),3642.0,4671.0,Male
IIT/Ropar,Agriculture & Food Tech.   (4102) /(412W),4401.0,5699.0,Male
IIT/Mandi,Agriculture & Food Tech.   (4102) /(412W),4814.0,5705.0,Male
IIT/Kharagpur,Mining Engg. (4130)/ Space Engg/ Machin (4131),3596.0,4047.0,Male
IIT/BHU Varanasi,Mining Engg. (4130)/ Space Engg/ Machin (4131),4145.0,5329.0,Male
IIT/ISM Dhanbad,Mining Engg. (4130)/ Space Engg/ Machin (4131),,,Male
IIT/Mandi,B.Tech in Microelectro (411E),2070.0,2543.0,Male
IIT/Mandi,B.Tech in Gen. Engg.    (410Y),3357.0,4208.0,Male
IIT/Mandi,BS in Chemical Sc.   (4213),5718.0,6092.0,Male
IIT/Kharagpur,Ocean & Naval Engg.   (4133),3385.0,4173.0,Male
IIT/Roorkee,Geophysical Sc. (5303) Applied Geol (5306),2386.0,4080.0,Male
IIT/ISM Dhanbad,Geophysical Sc. (5303) Applied Geol (5306),5653.0,6155.0,Male
IIT/Hyderabad,Engg. Sci. (4118),1098.0,1299.0,Male
